"sourcedb"	"site"	"idf"	"labcode"	"lon"	"lat"	"period"	"median"	"ID"	"code"
"neonet"	"Abrigo de Aizpea"	2	"GrN-18421"	-1.257418	42.945936	"LM"	-5344	2	"Csb"
"neonet"	"Abrigo de Angel 2"	4	"Beta-254048"	-0.419966	40.708066	"LM"	-5363	4	"Csa"
"neonet"	"Abrigo de Atxoste"	6	"GrA-13415"	-2.473401	42.76056	"LM"	-5813	6	"Csb"
"neonet"	"Abrigo de El Pontet"	7	"GrN-14241"	0.145791	41.119853	"LM"	-5344	7	"BSk"
"neonetatl"	"Abrigo de El Toral III"	9	"UGAMS-5403"	-4.7161699	43.40281	"LM"	-5409	9	"Csb"
"neonet"	"Abrigo de Forcas II"	10	"Beta-290932"	0.3402435	42.184362	"LM"	-5884	10	"Csa"
"neonet"	"Abrigo de Kanpanoste Goiko"	11	"GrN-20214"	-2.4772	42.7548	"LM"	-5334	11	"Csb"
"neonetatl"	"Abrigo de Kobeaga II"	12	"Ua-4286"	-2.5717538	43.35396	"LM"	-5826	12	"Csb"
"neonet"	"Abrigo de Valcervera"	17	"GrA-27876"	-0.946956	42.295319	"LM"	-5696	17	"Csa"
"neonet"	"Abrigo de l'Esplugon"	18	"Beta-306723"	-0.409051	42.412895	"LM"	-5827	18	"Csb"
"neonet"	"Aisone"	20	"Ly-4494"	7.1769	44.3278	"LM"	-5727	20	"Dfb"
"neonetatl"	"Amoreiras"	21	"Q (AM85B2a)"	-8.375436	38.2464	"LM"	-4881	21	"Csa"
"neonetatl"	"Baraquettes"	27	"OxA-66424"	2.5290513	44.98247	"LM"	-5854	27	"Csb"
"neonet"	"Botiquera de los Moros"	29	"GrA-13268"	0.103834	41.04649	"LM"	-4936	29	"BSk"
"neonetatl"	"Buraca Grande"	31	"Gif-9940"	-8.2646	40.032	"LM"	-5879	31	"Csa"
"neonet"	"Cabezo de la Cruz"	32	"GrN-29861"	-1.081497	41.563832	"LM"	-5848	32	"BSk"
"neonetatl"	"Cabeço da Amoreira"	33	"TO-11861"	-8.6846	39.1054	"LM"	-4857	33	"Csa"
"neonetatl"	"Cabeço da Arruda"	34	"TO-356"	-8.6815	39.1099	"LM"	-5332	34	"Csa"
"neonetatl"	"Cabeço do Pez"	35	"Q-2496"	-8.1334	38.1734	"LM"	-5397	35	"Csa"
"neonetatl"	"Castelejo"	40	"Beta-168461"	-8.9456	37.0992	"LM"	-5714	40	"Csa"
"neonetatl"	"Cheix"	42	"Gif-96312"	3.024215	45.54925	"LM"	-5626	42	"Cfb"
"neonet"	"Cingle del Mas Cremat"	43	"Beta-232342"	-0.262055	40.532685	"LM"	-5678	43	"Csa"
"neonet"	"Cingle del Mas Nou"	44	"Beta-170713"	-0.1319	40.4565	"LM"	-5665	44	"Csa"
"bda"	"Continenza"	45	"LTL-6186a"	13.563071	41.961674	"LM"	-5879	45	"Csa"
"neonet"	"Cova de la Cocina"	51	"Beta-267439"	-0.799848	39.289323	"LM"	-5665	51	"BSk"
"neonet"	"Covoloni del Broion"	53	"R-892"	11.591965	45.467411	"LM"	-5811	53	"Cfa"
"neonet"	"Cueva de Bajondillo"	57	"Beta-2841145"	-4.496648	36.622965	"LM"	-4974	57	"Csa"
"neonetatl"	"Cueva de Cofresnedo"	58	"GrA-20146"	-3.5885112	43.31865	"LM"	-5746	58	"Csb"
"neonetatl"	"Cueva de Cubio Redondo"	59	"Beta-106050"	-3.6283042	43.31466	"LM"	-5561	59	"Csb"
"neonetatl"	"Cueva de La Fragua"	61	"GrN-20964"	-2.511764	43.34848	"LM"	-5744	61	"Csb"
"neonetatl"	"Cueva de Marizulo"	62	"Ua-10272"	-1.9755014	43.21932	"LM"	-5390	62	"Cfb"
"neonetatl"	"Cueva de la Garma"	65	"OxA-7150"	-3.51182	43.34486	"LM"	-5753	65	"Csb"
"neonetatl"	"Cueva de los Canes"	66	"OxA-7148"	-4.799097	43.32604	"LM"	-5106	66	"Csb"
"neonetatl"	"Cuzoul de Gramat"	67	"Ly-14204"	1.69682	44.75252	"LM"	-5136	67	"Csb"
"bda"	"Doukanet el Khoutifa"	69	"SacA-42305"	9.5495	35.8516	"LM"	-5128	69	"BSk"
"neonetatl"	"El Mazo"	71	"OxA-X2600-8"	-4.7033963	43.40395	"LM"	-5300	71	"Csb"
"bda"	"Esplugón"	76	"Beta-313517"	-0.287932	42.392487	"LM"	-5645	76	"Csb"
"neonetatl"	"Fiais"	77	"TO-706"	-8.4227	37.3042	"LM"	-5218	77	"Csa"
"neonet"	"Fienile Rossino"	78	"Bln-3277"	10.356111	45.599167	"LM"	-5700	78	"Dsb"
"neonet"	"Font-des-Pigeons"	79	"Beta-267434"	5.1667	43.3834	"LM"	-5229	79	NA
"neonetatl"	"Forno da Telha"	80	"Wk-18356"	-8.5632	39.339	"LM"	-5667	80	"Csa"
"neonetatl"	"Gaspeia"	81	"Beta-189913"	-8.2292	37.5456	"LM"	-5827	81	"Csa"
"neonet"	"Gazel"	82	"Beta-398936"	2.421154	43.325325	"LM"	-4962	82	"Cfa"
"bda"	"Grande Rivoire"	83	"Beta-255118"	5.644342	45.221564	"LM"	-5401	83	"Cfb"
"neonetatl"	"La Braña-Arintero"	87	"Beta-226472"	-5.409831	42.98519	"LM"	-5859	87	"Csb"
"neonetatl"	"Laa"	89	"Erl-12987"	-0.4559	43.10148	"LM"	-5663	89	"Cfb"
"neonet"	"Lama Lite II"	90	"R-1394"	10.414239	44.258518	"LM"	-5555	90	"Dfb"
"neonet"	"Latronico 3"	91	"R-452"	15.981155	40.086293	"LM"	-5850	91	"Csb"
"neonetatl"	"Moita Sebastião"	93	"Ua-46270"	-8.6942	39.1049	"LM"	-5655	93	"Csa"
"neonet"	"Montclus"	95	"Beta-253160"	4.43047	44.26473	"LM"	-5580	95	"Cfa"
"neonetatl"	"Monte do Carrascal 2"	96	"Beta-339603"	-8.659	38.33	"LM"	-5651	96	"Csa"
"neonet"	"Odmut"	100	"SI-2223"	18.853694	42.887835	"LM"	-5488	100	"Dfb"
"neonet"	"Orris de la Torbera de Perafita I"	102	"Beta-285100"	1.577963	42.479667	"LM"	-5523	102	"Cfb"
"neonetatl"	"Paço Velho 2"	104	"Sac-2847"	-8.4535	37.2616	"LM"	-5811	104	"Csa"
"neonetatl"	"Poças de S. Bento"	108	"OxA-29169"	-8.4606	38.2525	"LM"	-4942	108	"Csa"
"neonetatl"	"Prazo"	109	"CSIC-1422"	-7.27915	41.051	"LM"	-5429	109	"Csa"
"neonet"	"Roc du Dourgne"	112	"MC-1107"	2.0879	42.7607	"LM"	-5746	112	"Cfb"
"neonetatl"	"Rocha das Gaivotas"	113	"Wk-14798"	-8.9884	37.0296	"LM"	-5701	113	"Csa"
"neonetatl"	"Roquemissou"	114	"Beta-363428"	2.72474	44.40495	"LM"	-5562	114	"Cfb"
"medafricarbon"	"SHM-1"	116	"P1080 (Locean)"	10.496	36.019	"LM"	-5560	116	"BSk"
"neonetatl"	"Samouqueira I"	118	"TO-130"	-8.7933	37.8679	"LM"	-5344	118	"Csa"
"bda"	"Sanglier"	120	"LY-33 (OxA-4551)"	1.718974	44.7002	"LM"	-5800	120	"Csb"
"neonetatl"	"Sierra Plana de la Borbolla"	121	"OxA-6916"	-4.640373	43.38218	"LM"	-5712	121	"Csb"
"neonet"	"Terragne"	124	"Beta-59934"	17.626339	40.392311	"LM"	-5814	124	NA
"neonetatl"	"Vale da Fonte da Moça"	128	"TO-11863"	-8.6651	39.1644	"LM"	-5574	128	"Csa"
"neonetatl"	"Vale de Cerdeira"	129	"GrN-25613"	-8.1418	41.6351	"LM"	-5004	129	"Csb"
"neonetatl"	"Vale de Romeiras"	130	"Ua-47983"	-8.3237	38.2505	"LM"	-5558	130	"Csa"
"neonetatl"	"Várzea da Mó"	133	"Ua-46310"	-8.34	38.28	"LM"	-5268	133	"Csa"
