"SiteName";"Country";"Period";"PhaseCode";"LabCode";"C14Age";"C14SD";"Material";"MaterialSpecies";"tpq";"taq";"Longitude";"Latitude";"bib";"bib_url"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-36213";6120;40;"wood charcoal";"n/d";-4805;-5297;-3,956817;37,33528;"Linstädter et al. 2012";"https://10.1016/j.quaint.2012.01.013"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Beta-145302";6250;80;"wood charcoal";"Quercus ilex-coccifera";-4836;-5478;-3,956817;37,33528;"Linstädter et al. 2012";"https://10.1016/j.quaint.2012.01.013"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Beta-135664";6470;150;"wood charcoal";"Arbutus unedo";-4800;-5884;-3,956817;37,33528;"Linstädter et al. 2012";"https://10.1016/j.quaint.2012.01.013"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-37836";6050;50;"plant seed";"Cerealia sp.";-4717;-5214;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-37837";6065;50;"plant seed";"Cerealia sp.";-4721;-5285;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-37834";6085;45;"plant seed";"Cerealia sp.";-4785;-5289;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-36209";6090;40;"plant seed";"Cerealia sp.";-4792;-5216;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-37838";6095;45;"plant seed";"Cerealia sp.";-4788;-5294;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-36210";6100;45;"plant seed";"Cerealia sp.";-4790;-5296;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-36203";6115;40;"plant seed";"Cerealia sp.";-4801;-5296;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-36208";6120;40;"plant seed";"Cerealia sp.";-4805;-5297;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-37839";6130;50;"plant seed";"Cerealia sp.";-4796;-5307;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-37844";6140;45;"plant seed";"Cerealia sp.";-4838;-5305;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-37835";6155;45;"plant seed";"Cerealia sp.";-4844;-5309;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-36212";6240;45;"plant seed";"Cerealia sp.";-4952;-5458;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-36214";6260;45;"plant seed";"Cerealia sp.";-4994;-5467;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Castillejos de Montefrío";"Spain";"EN";"n/a";"Ua-36215";6310;45;"plant seed";"Cerealia sp.";-5041;-5473;-3,956817;37,33528;"Martínez Fernández et al. 2010";"MartinezFernandez10"
"Champ de la Grange";"France";"MN";"Zone 3 couche 3014";"Ly-4439";5310;110;"wood charcoal";"n/d";-3654;-4536;2,4126893;45,98481;"Rialland 1991";"Rialland91"
"Champ de la Grange";"France";"MN";"Zone 5 couche 5045";"Ly-4610";5219;73;"wood charcoal";"n/d";-3660;-4341;2,4126893;45,98481;"Rialland 1991";"Rialland91"
"Cheix";"France";"LM";"Grave";"Gif-96312";6710;70;"human bone";"Homo Sapiens";-5382;-5881;3,024215;45,54925;"Frédéric et al. 2000";"Frederic00"
"Chez Jugie";"France";"EM";"c.3b, carré H III";"Ly-1396";7060;140;"wood charcoal";"n/d";-5483;-6424;1,587495;45,1083;"Mazière & Raynal 1978";"Maziere78"
"Chez Jugie";"France";"EM";"c.3, carré H III";"Ly-1600";7010;430;"wood charcoal";"n/d";-4500;-7459;1,587495;45,1083;"Mazière & Raynal 1978";"Maziere78"
"Chez Jugie";"France";"EM";"c.3b base, carré I IV";"Ly-1651";7650;510;"wood charcoal";"n/d";-5046;-8304;1,587495;45,1083;"Mazière & Raynal 1978";"Maziere78"
"Clos de Poujol";"France";"EN";"c. Sn-Sn1";"Ly-9571";5600;95;"wood charcoal";"Pinus Sylvestris";-4047;-4830;3,0636;44,38473;"Bobœuf et al. 2003";"Boboeuf03"
"Clos de Poujol";"France";"EN";"c. Sn-Sn1";"Ly-2138 (OxA)";7015;40;"wood charcoal";"Pinus Sylvestris";-5723;-6059;3,0636;44,38473;"Henry & Bobœuf 2016";"Henry16"
"Clos de Poujol";"France";"EN";"c. Sn-Sn1";"Ly-2670 (GrA)";6600;45;"wood charcoal";"n/d";-5374;-5704;3,0636;44,38473;"Henry & Bobœuf 2016";"Henry16"
"Clos de Poujol";"France";"MN";"c. Sn-Sn1";"Ly-2671 (GrA)";5440;45;"plant seed";"Corylus sp.";-4047;-4450;3,0636;44,38473;"Henry & Bobœuf 2016";"Henry16"
"Clos de Poujol";"France";"EN";"c. Sn-Sn1";"Ly-3122 (Poz)";6275;50;"wood charcoal";"Pinus sp.";-4993;-5471;3,0636;44,38473;"Henry & Bobœuf 2016";"Henry16"
"Clos de Poujol";"France";"EN";"c. Sn-Sn1";"Beta-432163";5400;30;"wood charcoal";"Corylus sp.";-4049;-4354;3,0636;44,38473;"inédit";"inédit"
"Correio-Mor";"Portugal";"EN";"Level 5 (heart)";"ICEN-1099";6350;60;"wood charcoal";"n/d";-5035;-5525;-9,1137;38,4936;"Carvalho 2008";"Carvalho08"
"Correio-Mor";"Portugal";"EN";"Level 5";"Sac-1717";6330;60;"human bone";"Homo sapiens";-5000;-5510;-9,1137;38,4936;"Carvalho 2008";"Carvalho08"
"Costa do Pereiro";"Portugal";"LM";"Layer 1b (base)";"Wk-17026";7327;42;"animal bone";"Cervus sp.";-6018;-6393;-8,32198;39,34854;"Carvalho 2008";"Carvalho08"
"Cova da Onça";"Portugal";"LM";"Unknown";"Beta-127448";7140;40;"human bone";"Homo sapiens";-5840;-6219;-8,7584;39,0487;"Peyroteo-Stjerna 2021";"https://doi.org/10.1017/RDC.2020.100"
"CPM IIIS";"Portugal";"EN";"Hearth N3/N4";"SMU-2477";5710;155;"wood charcoal";"n/d";-3979;-5213;-8,5643;39,215;"Carvalho 2008";"Carvalho08"
"Creux-Rouge";"France";"EN";"Ensemble 2. Colluvions.";"Ly-1944";6010;140;"human bone";"Homo Sapiens";-4354;-5473;3,0736633;45,79623;"Raynal et al. 1979";"Raynal79"
"Cuetu la Hoz";"Spain";"EM";"Shellmidden";"UBAR-792";7690;130;"shell";"Marine species";-6071;-7130;-5,042342;43,44844;"Arias et al. 2007";"Arias07"
"Cueva Chica de Santiago";"Spain";"EN";"n/a";"n/a-2";7240;230;"n/a";"n/a";-5474;-7035;-5,75;37,9334;"Arias et al. 2009";"Arias09"
"Cueva Chica de Santiago";"Spain";"EN";"n/a";"n/a-1";7890;180;"n/a";"n/a";-6089;-7572;-5,75;37,9334;"Arias et al. 2009";"Arias09"
"Cueva Chica de Santiago";"Spain";"EN";"n/a";"n/a-4";5290;230;"n/a";"n/a";-3347;-4939;-5,75;37,9334;"Tavares da Silva et Soares 1987";"Silva87"
"Cueva Chica de Santiago";"Spain";"EN";"n/a";"n/a-3";5940;180;"n/a";"n/a";-4173;-5477;-5,75;37,9334;"Tavares da Silva et Soares 1987";"Silva87"
"Cueva de Arangas";"Spain";"EM";"2b";"OxA-7160";8025;80;"animal bone";"n/d";-6591;-7451;-4,79959;43,32682;"Arias et al. 2007";"Arias07"
"Cueva de Arangas";"Spain";"EM";"3";"OxA-7149";8195;60;"animal bone";"n/d";-6830;-7517;-4,79959;43,32682;"Arias et al. 2007";"Arias07"
"Cueva de Arangas";"Spain";"EM";"2b";"OxA-24799";8240;40;"human bone";"Homo sapiens";-7057;-7508;-4,79959;43,32682;"Arias et al. 2007";"Arias07"
"Cueva de Arangas";"Spain";"EM";"4";"OxA-6888";8280;55;"wood charcoal";"n/d";-7055;-7575;-4,79959;43,32682;"Arias et al. 2007";"Arias07"
"Cueva de Arangas";"Spain";"EM";"3";"OxA-6887";8300;50;"wood charcoal";"n/d";-7065;-7576;-4,79959;43,32682;"Arias et al. 2007";"Arias07"
"Cueva de Arangas";"Spain";"EM";"Layer 2B";"UBAR-465";7150;470;"wood charcoal";"n/a";-4544;-7589;-4,79959;43,32682;"Peredo et al. 1999";"Peredo99"
"Cueva de Arenaza I";"Spain";"EN";"IC2";"OxA-7156";5755;65;"animal bone";"Bos taurus";-4348;-4894;-3,0988051;43,25966;"Arias et Altuna 1999";"Arias99"
"Cueva de Arenaza I";"Spain";"EN";"IC2";"OxA-7157";6040;75;"animal bone";"Bos taurus";-4609;-5305;-3,0988051;43,25966;"Arias et Altuna 1999";"Arias99"
"Cueva de Arenaza I";"Spain";"EN";"II";"Beta-510573";5160;30;"animal bone";"Ovis capra";-3793;-4218;-3,0988051;43,25966;"Fernández Eraso 2021";"Eraso21"
"Cueva de Arenaza I";"Spain";"EN";"I";"Beta-597439";5390;30;"wood charcoal";"n/a";-4047;-4351;-3,0988051;43,25966;"Fernández Eraso 2021";"Eraso21"
"Cueva de Arenaza I";"Spain";"EN";"II";"Beta-597440";5680;30;"wood charcoal";"n/a";-4357;-4687;-3,0988051;43,25966;"Fernández Eraso 2021";"Eraso21"
"Cueva de Arenaza I";"Spain";"EN";"III";"Beta-504814";5860;30;"animal bone";"Cervus elaphus";-4544;-4893;-3,0988051;43,25966;"Fernández Eraso 2021";"Eraso21"
"Cueva de Arenaza I";"Spain";"LM";"IV";"Beta-597441";7060;30;"wood charcoal";"n/a";-5782;-6064;-3,0988051;43,25966;"Fernández Eraso 2021";"Eraso21"
"Cueva de Arenaza I";"Spain";"LM";"Sup";"Beta-504827";7170;30;"animal bone";"Cervus elaphus";-5909;-6219;-3,0988051;43,25966;"Fernández Eraso 2021";"Eraso21"
"Cueva de Berroberria";"Spain";"UM";"C";"GrN-16510";8130;200;"animal bone";"n/d";-6389;-7808;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Berroberria";"Spain";"UM";"B";"GrN-16619";8470;80;"animal bone";"n/d";-7080;-7810;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Berroberria";"Spain";"UM";"C";"GrN-16618";8510;90;"animal bone";"n/d";-7081;-8157;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Berroberria";"Spain";"UM";"B";"GrN-18422";8580;80;"animal bone";"n/d";-7327;-8174;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Berroberria";"Spain";"UM";"B";"GrN-18423";8580;80;"animal bone";"n/d";-7327;-8174;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Berroberria";"Spain";"UM";"C";"GrN-18426";8630;70;"animal bone";"n/d";-7472;-8196;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Berroberria";"Spain";"UM";"B";"GrN-19424";8800;80;"animal bone";"n/d";-7581;-8285;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Berroberria";"Spain";"UM";"C";"GrN-18425";8860;100;"animal bone";"n/d";-7581;-8416;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Berroberria";"Spain";"UM";"B";"GrN-16511";7640;190;"animal bone";"n/d";-5889;-7334;-1,5237372;43,27325;"Maestu 1993";"Maestu93"
"Cueva de Carigüela";"Spain";"EN";"n/a";"Pta-9164";6260;20;"organic";"n/d";-5056;-5322;-3,431582;37,44239;"Carrasco & Martínez 2014";"Carrasco14"
"Cueva de Carigüela";"Spain";"EN";"n/a";"Beta-141150";6910;70;"organic";"n/d";-5564;-6026;-3,431582;37,44239;"Carrasco & Martínez 2014";"Carrasco14"
"Cueva de Carigüela";"Spain";"EN";"n/a";"Oxa-1131";7010;70;"animal bone";"Equus ferus";-5637;-6083;-3,431582;37,44239;"Carrasco & Martínez 2014";"Carrasco14"
"Cueva de Coberizas";"Spain";"EM";"1";"GaK-2907";7313;175;"wood charcoal";"n/a";-5628;-6741;-4,8765332;43,4275;"Clark 1971";"Clark71"
"Cueva de Cofresnedo";"Spain";"LM";"Shellmidden, Cof. 5";"GrA-20146";6865;45;"animal bone";"Roe deer";-5571;-5978;-3,5885112;43,31865;"Ruiz & Smith 2001";"Ruiz01"
"Cueva de Colomba";"Spain";"UM";"Shellmidden";"TO-10223";7090;60;"human bone";"Homo sapiens";-5725;-6222;-4,915284;43,44224;"Arias 2005";"Arias05"
"Cueva de Colomba";"Spain";"EM";"Shellmidden";"UBAR-833";7020;90;"wood charcoal";"lot of charcoals";-5623;-6226;-4,915284;43,44224;"Fano 2007";"Fano07"
"Cueva de Colomba";"Spain";"EM";"Shellmidden";"UBAR-791";7450;120;"shell";"Monodonta Lineata";-5910;-6687;-4,915284;43,44224;"Fano 2007";"Fano07"
"Cueva de Colomba";"Spain";"EM";"Shellmidden";"UBAR-782";7570;140;"shell";"Monodonta Lineata";-5928;-7049;-4,915284;43,44224;"Fano 2007";"Fano07"
"Cueva de Covajorno";"Spain";"EM";"Shellmidden";"UBAR-773";7540;100;"shell";"Marine species";-6026;-6740;-4,7776204;43,40668;"Arias et al. 2007";"Arias07"
"Cueva de Covajorno";"Spain";"EM";"Shellmidden";"UBAR-774";7580;60;"shell";"Marine species";-6224;-6645;-4,7776204;43,40668;"Arias et al. 2007";"Arias07"
"Cueva de Cubio Redondo";"Spain";"LM";"Shellmidden";"Beta-106050";6630;50;"animal bone";"Cervus sp.";-5378;-5723;-3,6283042;43,31466;"López de Pablo & Gómez Puche 2009";"https://doi.org/10.4312/dp.36.4"
"Cueva de Cubio Redondo";"Spain";"LM";"Shelmidden";"Beta-106049";5780;50;"wood charcoal";"n/d";-4373;-4842;-3,6283042;43,31466;"Ruiz & Smith 2001";"Ruiz01"
"Cueva de Ekain";"Spain";"UM";"2";"Ua-38966";6897;35;"n/a";"n/a";-5635;-5978;-2,2791113;43,23664;"Altuna 2009";"Altuna09"
"Cueva de El Espertín";"Spain";"LM";"n/a";"Gif-10053";7790;120;"animal bone";"n/d";-6232;-7241;-5,054849;43,0187;"Fuertes et al. 2010";"Fuertes10"
"Cueva de El Espertín";"Spain";"LM";"n/a";"Beta-193760";7080;40;"animal bone";"n/d";-5749;-6078;-5,054849;43,0187;"Quirós & Neira 2008";"Quiros08"
"Cueva de El Mirón";"Spain";"EN";"Layer 8, Spit 8";"GX-22128";5170;170;"wood charcoal";"n/a";-3366;-4575;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Mirón";"Spain";"EN";"Layer 9.6, Spit 22";"GX-24462";5250;150;"wood charcoal";"n/a";-3525;-4606;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Mirón";"Spain";"EN";"Layer 9, Spit 22";"GX-24461";5280;40;"wood charcoal";"n/a";-3955;-4329;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Mirón";"Spain";"EN";"Layer 313, Spit 13";"GX-25854";5500;90;"wood charcoal";"n/a";-3972;-4709;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Mirón";"Spain";"EN";"Layer 303.1, Spit 13";"GX-25855";5520;70;"wood charcoal";"n/a";-4046;-4677;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Mirón";"Spain";"EN";"Layer 303.3";"GX-30910";5550;40;"plant seed";"Triticum sp.";-4250;-4544;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Mirón";"Spain";"EN";"Layer 10, Spit 19";"GX-23414";5570;50;"wood charcoal";"n/a";-4245;-4646;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Mirón";"Spain";"EN";"Layer 10, Spit 19";"GX-23413";5690;50;"wood charcoal";"n/a";-4344;-4779;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Mirón";"Spain";"EN";"Layer 303.3, Spit 16";"GX-25856";5790;90;"wood charcoal";"n/a";-4337;-5032;-3,451564;43,24388;"Straus & González Morales 2012";"Straus12"
"Cueva de El Truchiro";"Spain";"UM";"Shellmidden";"TO-10912";6470;70;"human bone";"Homo sapiens";-5209;-5633;-3,6643836;43,43195;"Arias et al. 2009";"Arias09"
"Cueva de El Truchiro";"Spain";"UM";"Shellmidden";"OxA-23367";7015;45;"n/a";"n/a";-5720;-6063;-3,6643836;43,43195;"Arias 2012";"Arias12"
"Cueva de Kobaederra";"Spain";"EN";"IV";"AA-29110";5375;90;"plant seed";"Cerealia sp.";-3804;-4537;-2,631863;43,34741;"Peredo et al. 1999";"Peredo99"
"Cueva de Kobaederra";"Spain";"EN";"2";"Beta-126686";5460;60;"wood charcoal";"n/d";-3993;-4537;-2,6186307;43,34193;"Zapata 2002";"Zapata02"
"Cueva de Kobaederra";"Spain";"LN";"2";"UBAR-472";5200;110;"wood charcoal";"n/d";-3634;-4442;-2,6186307;43,34193;"Zapata et al. 1997";"Zapata97"
"Cueva de Kobaederra";"Spain";"EN";"4";"UBAR-470";5630;100;"wood charcoal";"n/d";-4050;-4887;-2,6186307;43,34193;"Zapata et al. 1997";"Zapata97"
"Cueva de Kobaederra";"Spain";"EN";"4";"UBAR-471";5820;240;"wood charcoal";"n/d";-3801;-5530;-2,6186307;43,34193;"Zapata et al. 1997";"Zapata97"
"Cueva de La Chora";"Spain";"UM";"Sampling 92";"GrN-20961";6360;80;"wood charcoal";"n/d";-4959;-5616;-3,51182;43,34486;"González Morales 1995";"Gonzalez95"
"Cueva de la Dehesilla";"Spain";"EN";"DE-77, Estrato IV-B, Nivel 8, NM-B";"GaK-8956";5920;170;"wood charcoal";"n/a";-4176;-5473;-5,659356;36,67306;"García Rivero et al. 2018";"Garcia18"
"Cueva de la Dehesilla";"Spain";"EN";"DE-81, Estrato VI, Nivel 13, NA-A";"UGRA-259";6260;100;"wood charcoal";"n/a";-4785;-5606;-5,659356;36,67306;"García Rivero et al. 2018";"Garcia18"
"Cueva de la Dehesilla";"Spain";"EN";"DE-77, Estrato IV-A, Nivel 10, NM-A";"GaK-8955";7040;170;"wood charcoal";"n/a";-5413;-6457;-5,659356;36,67306;"García Rivero et al. 2018";"Garcia18"
"Cueva de la Dehesilla";"Spain";"EN";"DE-77, Estrato IV-A, Nivel 10, NM-A";"GaK-8954";7120;200;"wood charcoal";"n/a";-5386;-6639;-5,659356;36,67306;"García Rivero et al. 2018";"Garcia18"
"Cueva de la Dehesilla";"Spain";"EN";"DE-77, Estrato V, Nivel 11, NA-B";"GaK-8953";7670;400;"wood charcoal";"n/a";-5386;-8173;-5,659356;36,67306;"García Rivero et al. 2018";"Garcia18"
"Cueva de la Dehesilla";"Spain";"LN";"9";"CNA-4485";5790;30;"wood charcoal";"Olea europaea";-4460;-4792;-5,659356;36,67306;"García-Rivero et al. 2020";"https://10.1371/journal.pone.0236961"
"Cueva de la Dehesilla";"Spain";"LN";"Locus 2";"CNA-4900";5870;30;"animal bone";"Ovis aries";-4547;-4897;-5,659356;36,67306;"García-Rivero et al. 2020";"https://10.1371/journal.pone.0236961"
"Cueva de la Dehesilla";"Spain";"LN";"Locus 2";"CNA-4494";5900;30;"human bone";"Homo sapiens";-4608;-4938;-5,659356;36,67306;"García-Rivero et al. 2020";"https://10.1371/journal.pone.0236961"
"Cueva de La Fragua";"Spain";"EM";"1. Lower";"GrN-20965";7530;70;"wood charcoal";"n/d";-6076;-6641;-3,428082;43,44573;"González Morales 2000";"Gonzalez00"
"Cueva de La Fragua";"Spain";"LM";"1";"GrN-20964";6860;60;"wood charcoal";"n/d";-5559;-5986;-2,511764;43,34848;"Zugasti 2011";"https://10.1111/j.1475-4754.2010.00561.x"
"Cueva de la Garma";"Spain";"LM";"Garma B, n/a";"OxA-7300";7165;65;"human bone";"Homo sapiens";-5751;-6330;-3,51182;43,34486;"Alday et al. 2009";"Alday09"
"Cueva de la Garma";"Spain";"UM";"Garma A, Layer 2";"OxA-7284";7685;65;"animal bone";"n/d";-6255;-6816;-3,51182;43,34486;"Arias & Ontañón 2008";"Arias08"
"Cueva de la Garma";"Spain";"EM";"Garma A, Q";"UBAR-658";7985;65;"shell";"Patella sp.";-6593;-7312;-3,51182;43,34486;"Arias & Ontañón 2008";"Arias08"
"Cueva de la Garma";"Spain";"LM";"Garma A, Layer 2";"OxA-7150";6870;50;"animal bone";"n/d";-5568;-5982;-3,51182;43,34486;"Alvarez et al. 2011";"https://10.1111/j.1475-4754.2011.00589.x"
"Cueva de la Garma";"Spain";"LM";"Garma A, Q";"OxA-6889";6920;50;"animal bone";"n/d";-5628;-6007;-3,51182;43,34486;"Alvarez et al. 2011";"https://10.1111/j.1475-4754.2011.00589.x"
"Cueva de la Garma";"Spain";"LM";"Garma A, Q";"OxA-4795";7710;90;"animal bone";"n/d";-6233;-7045;-3,51182;43,34486;"Alvarez et al. 2011";"https://10.1111/j.1475-4754.2011.00589.x"
"Cueva de la Garma";"Spain";"EM";"Garma A, Layer 2";"OxA-7495";7710;90;"animal bone";"n/d";-6233;-7045;-3,51182;43,34486;"Juan Cabanilles & Martí Oilver 2002";"JuanCabanilles02"
"Cueva de la Pastora";"Spain";"EN";"n/a";"CNA-1197";6080;40;"animal bone";"Bos taurus";-4788;-5214;-2,728321;37,44468;"Carrasco & Martínez 2014";"Carrasco14"
"Cueva de la Pastora";"Spain";"EN";"n/a";"CNA-554";6210;50;"animal bone";"Canis lupus";-4905;-5369;-2,728321;37,44468;"Carrasco & Martínez 2014";"Carrasco14"
"Cueva de La Vaquera";"Spain";"EN";"n/a";"GrN-22930";6170;60;"wood charcoal";"n/d";-4799;-5366;-4,060954;41,08505;"Alday et al. 2008";"Alday08"
"Cueva de La Vaquera";"Spain";"EN";"UE 98";"GrA-8241";6080;70;"plant seed";"Corylus avellana";-4704;-5311;-4,060954;41,08505;"Alday et al. 2009";"Alday09"
"Cueva de La Vaquera";"Spain";"EN";"UE 94";"GrA-9226";6440;50;"plant seed";"Corylus avellana";-5213;-5613;-4,060954;41,08505;"Alday et al. 2009";"Alday09"
"Cueva de La Vaquera";"Spain";"LN";"fase III";"CSIC-148";5650;80;"animal bone";"n/d";-4178;-4829;-4,060954;41,08505;"Portela 1999";"Portela99"
"Cueva de La Vaquera";"Spain";"MN";"fase II";"GrN-22929";5800;30;"n/a";"n/a";-4492;-4795;-4,060954;41,08505;"Portela 1999";"Portela99"
"Cueva de La Vaquera";"Spain";"EN";"fase I";"GrN-22932";6120;160;"n/a";"n/a";-4373;-5616;-4,060954;41,08505;"Portela 1999";"Portela99"
"Cueva de la Ventana";"Spain";"EN";"UE7- Phase 7";"Beta-166229";6010;40;"animal bone";"n/d";-4714;-5204;-3,543984;40,82863;"Rojo-Guerra et al. 2018";"https://10.1016/j.quaint.2017.12.037"
"Cueva de la Ventana";"Spain";"EN";"Hogar B, NIII";"Beta-166231";6350;40;"animal bone";"n/d";-5074;-5475;-3,543984;40,82863;"Rojo-Guerra et al. 2018";"https://10.1016/j.quaint.2017.12.037"
"Cueva de Las Salinas";"Spain";"UM";"1";"Poz-75996";6870;40;"animal bone";"n/d";-5624;-5976;-4,0027683;43,43174;"Pérez Bartolomé 2019";"Bartolome19"
"Cueva de Las Salinas";"Spain";"UM";"2";"Poz-75993";6910;40;"animal bone";"n/d";-5634;-5982;-4,0027683;43,43174;"Pérez Bartolomé 2019";"Bartolome19"
"Cueva de Las Salinas";"Spain";"UM";"2";"Poz-75995";6930;40;"animal bone";"n/d";-5659;-5986;-4,0027683;43,43174;"Pérez Bartolomé 2019";"Bartolome19"
"Cueva de Las Salinas";"Spain";"UM";"4";"Poz-8818";6990;40;"animal bone";"n/d";-5718;-6020;-4,0027683;43,43174;"Pérez Bartolomé 2019";"Bartolome19"
"Cueva de Linatzeta";"Spain";"UM";"Hearth";"KIA-30181";6110;30;"wood charcoal";"n/a";-4843;-5214;-2,3240177;43,24095;"Tapia et al. 2008";"Sagarna08"
"Cueva de Linatzeta";"Spain";"UM";"Hearth";"KIA-34976";6810;30;"wood charcoal";"n/a";-5569;-5836;-2,3240177;43,24095;"Tapia et al. 2008";"Sagarna08"
"Cueva de Linatzeta";"Spain";"UM";"Burial";"KIA-33193";7315;35;"human bone";"Homo sapiens";-6023;-6375;-2,3240177;43,24095;"Tapia et al. 2008";"Sagarna08"
"Cueva de los Canes";"Spain";"EN";"7";"TO-11219";5980;70;"human bone";"Homo sapiens";-4544;-5213;-4,799097;43,32604;"Arias 2005";"Arias05"
"Cueva de los Canes";"Spain";"UM";"6-I";"OxA-23496";6163;33;"animal bone";"Cervus elaphus";-4915;-5302;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"UM";"6-III";"AA-6071";6930;95;"human bone";"Homo sapiens";-5485;-6083;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"UM";"6-II-B";"OxA-23184";7118;34;"human bone";"Homo sapiens";-5839;-6085;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"UM";"6-III";"OxA-23498";7161;35;"animal bone";"Cervus elaphus";-5889;-6220;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"UM";"6-II-A";"OxA-23185";7208;38;"human bone";"Homo sapiens";-5915;-6233;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"UM";"6-III";"OxA-19918";7210;40;"human bone";"Homo sapiens";-5914;-6235;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"UM";"6-III";"OxA-23407";7212;35;"animal bone";"Rupicapra rupicapra";-5919;-6231;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"UM";"6-III";"OxA-X-2395-20";7315;40;"human bone";"Homo sapiens";-6016;-6383;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"UM";"6-III";"OxA-19919";7450;45;"human bone";"Homo sapiens";-6078;-6461;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"LM";"6-III";"TO-11218";7640;210;"human bone";"Homo sapiens";-5832;-7458;-4,799097;43,32604;"Arias 2013";"Arias13"
"Cueva de los Canes";"Spain";"LM";"6-I";"OxA-7148";6160;55;"human bone";"Homo sapiens";-4801;-5323;-4,799097;43,32604;"Fano 2004";"Fano04"
"Cueva de los Canes";"Spain";"UM";"6-I";"AA-5294";6265;75;"human bone";"Homo sapiens";-4846;-5478;-4,799097;43,32604;"Fano 2007";"Fano07"
"Cueva de los Canes";"Spain";"LM";"Layer 6-II";"AA-11744";7025;80;"human bone";"Homo sapiens";-5630;-6220;-4,799097;43,32604;"Drak et al. 2020";"https://doi.org/10.1016/j.jasrep.2020.102381"
"Cueva de los Canes";"Spain";"UM";"6-II-B";"AA-5296";6770;65;"human bone";"Homo sapiens";-5477;-5968;-4,799097;43,32604;"Arias 2002";"inédit"
